id,type,name,displayName,relToChild,connectionType,relInterfaceToConsumerApplication,dataFlowDirection,relInterfaceToDataObject,frequency,relInterfaceToProject,interfaceType,relInterfaceToITComponent,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Main Area,tags:Business Unit,tags:LX PS WiP,tags:Region,tags:Other tags
14027d50-3e56-4e9a-845e-6b61c8406bea,Interface,I&AG Law Data Lake to Qlik - Contracts Metadata,I&AG Law Data Lake to Qlik - Contracts Metadata,,automatic,Qlik (Qlikview & QlikSense),outgoing,Contracts Metadata,daily,,batch,,,,,,,,,,
58650d0a-2971-40a1-98af-ccc7bb7302b3,Interface,IAL to Veeva eTMF - Investigator Safety Alerts,IAL to Veeva eTMF - Investigator Safety Alerts,,,Veeva - eTMF (Track),outgoing,Investigator Safety Alerts,,,,,,,,,,,,,
2be2d51d-89e1-49ff-b412-9ad8bbe224e7,Interface,Icertis to Adobe Sign - Contracts,Icertis to Adobe Sign - Contracts,,,Adobe Acrobat Sign,outgoing,Contracts (GD),,,,,,,,,,,,,
d278d7b8-7684-43fd-85e0-9e9280a42a66,Interface,"ICON CTMS to MDM - Investigator, Institution","ICON CTMS to MDM - Investigator, Institution",,,Master Data Management (MDM),outgoing,Institution;Investigator,daily,,asynchronous,,,,,,,,,,
9d4067bd-bac1-4d75-ae4f-c60c1e498d83,Interface,iEnvision to nonGxP Medical Data Lake - Publications,iEnvision to nonGxP Medical Data Lake - Publications,,automatic,Global Medical Data Lake (non-GxP),outgoing,Publications,daily,,batch,,,,,,,,,,
5fb0bfe6-c879-4201-81b8-ce7c5b51506a,Interface,Imaging to Flywheel - Images,Imaging to Flywheel - Images,,automatic,Flywheel.io,outgoing,Images data,daily,,batch,Imaging,,,,,,,,,
b0966aa8-33e3-4687-a211-69233819921e,Interface,Imaging to iPACS - Images,Imaging to iPACS - Images,,,iPACS,outgoing,Images data,,,,Imaging,,,,,,,,,
b5f353c0-68b1-4d76-81b2-fc9d28354adb,Interface,Indeed to Glassdoor,Indeed to Glassdoor,,,,outgoing,Job Posting or Job Requisition,daily,Career Site Replacement,batch,XML,,,,,G&A IT - Human Resources,,,,G&A IT
661c7d98-ab28-4c18-a2d2-9fd8cfd9b3af,Interface,Informa Citeline to ODL - Study Metadata,Informa Citeline to ODL - Study Metadata,,,Operational Data Lake,outgoing,Study / Study MetaData,daily,,batch,,,,,,,,,,
8df29b44-60b3-4ea6-8d19-f954f231fd3e,Interface,Insights RM to Dataiku - Insights RM Data,Insights RM to Dataiku - Insights RM Data,,,Dataiku,outgoing,Insights RM Data,,,,,,,,,,,,,
0e8026eb-ef87-4866-89ab-6ad41d13f78a,Interface,Insights RM to ODL - Insights,Insights RM to ODL - Insights,,,Operational Data Lake,outgoing,Activities;Actuals;Assignments;Departments;Domains;Employees;Headcounts;Organizations;Projections;Report Headcount;Roles;Users,daily,,batch,,,,,,,,,,
28c5e943-3017-4aea-abbb-13861cd547f1,Interface,Insights RM to ODR - Resource Milestones,Insights RM to ODR - Resource Milestones,,,Clinical Operational Repository (ODR),outgoing,Resource Milestones,,,,,,,,,,,,,
ca8df2d6-28aa-48b5-aacb-cd8425a8ec63,Interface,Insights RM to Power BI - Insights RM Data,Insights RM to Power BI - Insights RM Data,,,Power BI,outgoing,Insights RM Data,,,,,,,,,,,,,
ec35fec0-811b-43b8-bbd8-cc89a1ebf874,Interface,Insights RM to Qlik - Insights RM Data,Insights RM to Qlik - Insights RM Data,,,Qlik (Qlikview & QlikSense),outgoing,Insights RM Data,,,,,,,,,,,,,
724b96c7-7414-452c-99a2-59ee9e11960b,Interface,Insights RM to Tableau - Insights RM Data,Insights RM to Tableau - Insights RM Data,,,Tableau,outgoing,Insights RM Data,,,,,,,,,,,,,
7a55634b-ab7d-4f4d-bbe8-c3e7e8fb736a,Interface,Inspection Management DB to QlikView/QlikSense - Inspection Data,Inspection Management DB to QlikView/QlikSense - Inspection Data,,,Qlik (Qlikview & QlikSense),outgoing,Inspection Data,,,,,,,,,,,,,
5cd313dc-c9da-4969-b808-7596f12beecd,Interface,INT- Range File BetterComp,INT- Range File BetterComp,,,BetterComp,outgoing,Compensation,daily,,asynchronous,Workday RaaS,,,,,,,,,
ac8a299e-5b2c-4850-b845-39b20b66d721,Interface,INT002  Workday to Achievers - Worker Data,INT002  Workday to Achievers - Worker Data,,,Achievers,outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
ad519f3a-081f-4bad-b968-4e3aa5d2b584,Interface,INT003  Workday to Lawlogix - New Hire,INT003  Workday to Lawlogix - New Hire,,,Lawlogix Guardian,outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB,,,,,G&A IT - Human Resources,,,,G&A IT
e7ebcbaa-b0f4-40d8-8634-3fc245300933,Interface,INT005 - Out - Workday to Lawlogix - Employee Changes Feed - EIB,INT005 - Out - Workday to Lawlogix - Employee Changes Feed - EIB,,,Lawlogix Guardian,outgoing,Employee,daily,,,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
155daad4-1c05-4656-a2bd-ed4d9bc559b7,Interface,INT030  Workday to AON (External App) - Worker Data,INT030  Workday to AON (External App) - Worker Data,,,AON,outgoing,Employee,weekly,,,AON AON Application Hosting;File;PGP;SSH;Vendor SFTP;Workday EIB,,,,,G&A IT - Human Resources,,,,G&A IT
83475604-45da-4353-b697-42cbfa9bd50a,Interface,INT032  Workday to Avature - Job Requistion Data,INT032  Workday to Avature - Job Requistion Data,,,,outgoing,Job Posting or Job Requisition,hourly,Career Site Replacement,asynchronous,API;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
1864b300-c1dd-41c8-b2be-4b666c561bb8,Interface,INT040  Workday to Beeline Employee Data,INT040  Workday to Beeline Employee Data,,,Beeline,outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
eddfd269-256a-4d0e-b398-31448ad3e2b7,Interface,INT041 TriRiga to Workday - Worker Assignment,INT041 TriRiga to Workday - Worker Assignment,,,Workday [Platform],outgoing,Employee;Non-Employee;Seat,daily,,,Boomi Boomi Integration;TriRiga API;Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
2744a2d6-7245-4468-a53a-2723ca6ba248,Interface,INT084  Workday to Businessolver - Worker Data,INT084  Workday to Businessolver - Worker Data,,,BenefitSolver,outgoing,Benefits;Employee;Payroll,daily,Workday Demand Backlog,,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
5b4a4ee7-e231-4d8b-8857-a68878c9233f,Interface,INT085  Avature to Workday - Candidate Information (PUT CANDIDATE),INT085  Avature to Workday - Candidate Information (PUT CANDIDATE),,,,outgoing,Candidate,onDemand,Career Site Replacement,,API;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
6a76917f-d6d6-4118-b468-35d169326cd0,Interface,INT086  Workday to Candex - Candidate Status,INT086  Workday to Candex - Candidate Status,,,Candex Agency Portal,outgoing,Candidate,daily,,asynchronous,API;Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
4be2bc6b-39c4-4302-a2b6-95c3dec32421,Interface,INT088  Workday to Candex - Ownership Check,INT088  Workday to Candex - Ownership Check,,,Candex Agency Portal,outgoing,Job Posting or Job Requisition,onDemand,,asynchronous,API;Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
00b2de47-c915-4dca-a395-81a8074b4dc4,Interface,INT090  Workday to Candex - All Requisitions,INT090  Workday to Candex - All Requisitions,,,Candex Agency Portal,outgoing,Candidate;Job Posting or Job Requisition;Organization;Recruiter,hourly,,asynchronous,API;Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
37da9dd9-c3ac-4923-a67f-df7ae8c16726,Interface,INT091  Workday to Payfactors - Employee Data,INT091  Workday to Payfactors - Employee Data,,,PayFactors,outgoing,Employee,weekly,,asynchronous,Payscale Application Hosting;SOAP/XML;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
171ee402-4965-488f-a40c-f163578cfcd4,Interface,INT093  Workday to Payfactors - Work Structure Data,INT093  Workday to Payfactors - Work Structure Data,,,PayFactors,outgoing,Compensation Foundation Data,weekly,,,File;Payscale Application Hosting;SSH;Vendor SFTP;Workday EIB,,,,,G&A IT - Human Resources,,,,G&A IT
3b88eac6-366e-4c36-a8a8-2759ce91e010,Interface,INT094 DataWarehouse to Benevity (External App),INT094 DataWarehouse to Benevity (External App),,,External Application,outgoing,Employee,weekly,,batch,File;Oracle Database;PGP;SSH;Vendor SFTP,,,,,G&A IT - Human Resources,,,,G&A IT
28edce5d-703f-4981-a42d-1a1810c74f5f,Interface,INT095  Workday to Payfactors - Paymarkets Data,INT095  Workday to Payfactors - Paymarkets Data,,,PayFactors,outgoing,Compensation Foundation Data,weekly,,,File;Payscale Application Hosting;SSH;Vendor SFTP;Workday EIB,,,,,G&A IT - Human Resources,,,,G&A IT
6bde20d6-1346-446b-8bea-1ac60b6a40bf,Interface,INT097  Workday to Payfactors - Job Data,INT097  Workday to Payfactors - Job Data,,,PayFactors,outgoing,Job,weekly,Workday Demand Backlog,asynchronous,Payscale Application Hosting;SOAP/XML;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
58bdf3f0-3f78-41e8-96b6-e340a90c3b5b,Interface,INT099  Workday to Payfactors - Work Structure Mapping,INT099  Workday to Payfactors - Work Structure Mapping,,,PayFactors,outgoing,Compensation Foundation Data,weekly,,,File;Payscale Application Hosting;SSH;Vendor SFTP;Workday EIB,,,,,G&A IT - Human Resources,,,,G&A IT
c0f8181f-8fe0-4f12-a3b3-0d8d5c14962f,Interface,INT102  Workday + Beeline to Compliance Wire (External App),INT102  Workday + Beeline to Compliance Wire (External App),,,External Application,outgoing,Employee;Non-Employee,daily,,batch,Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
8d4bbbea-2063-4a65-896a-9e17e7ac5283,Interface,INT107 Workday to Phenom,INT107 Workday to Phenom,,,,outgoing,Job,hourly,Career Site Replacement,asynchronous,API;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
656dd89f-c285-4a0f-a6a9-dadc1edf4cae,Interface,INT108  Workday + Beeline to Concur - Profile Data,INT108  Workday + Beeline to Concur - Profile Data,,,Concur,outgoing,Employee;Non-Employee,daily,,,Beeline RaaS;Boomi Boomi Integration;Concur Hosting;File;PGP;SSH;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
4ad1476f-4871-472f-b331-5657e8922dff,Interface,INT110  Workday + Beeline to Concur - Login Data,INT110  Workday + Beeline to Concur - Login Data,,,Concur,outgoing,Employee;Non-Employee,daily,,,Beeline RaaS;Boomi Boomi Integration;Concur Hosting;File;PGP;SSH;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
86680ea6-420d-4163-a8db-606b5d000616,Interface,INT112  Workday to Conduent (External App) - New York Hiring Reporting,INT112  Workday to Conduent (External App) - New York Hiring Reporting,,,External Application,outgoing,Employee,weekly,,asynchronous,API;File;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
5f75bfe1-4fbe-4ad7-9835-710654317870,Interface,INT114  Workday to CorePay - Employee Master Delta,INT114  Workday to CorePay - Employee Master Delta,,,CorePay,outgoing,Employee,daily,,batch,Amazon.com / AWS Transfer for SFTP;Corepay Hosting;File;PGP;SSH;Workday PICOF;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
fb64c867-df15-4711-abda-4385a7e6643c,Interface,INT116  Workday to CorePay - Employee Master Full,INT116  Workday to CorePay - Employee Master Full,,,CorePay,outgoing,Employee,onDemand,,batch,Amazon.com / AWS Transfer for SFTP;Corepay Hosting;File;PGP;SSH;Workday PICOF;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
3c1ddd23-1cc1-497c-bd2c-2bcf7716cf4b,Interface,INT118 Workday to Corepay - Salary Rate Delta,INT118 Workday to Corepay - Salary Rate Delta,,,CorePay,outgoing,Employee;Payroll,monthly,,batch,Amazon.com / AWS Transfer for SFTP;Oracle Concurrent Program;PGP;Workday PICOF;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
13563da0-9ce5-423d-8ab4-e80d56048893,Interface,INT120 Workday to Corepay - Salary Rate Full,INT120 Workday to Corepay - Salary Rate Full,,,CorePay,outgoing,Employee;Payroll,onDemand,,batch,Amazon.com / AWS Transfer for SFTP;Microsoft Office Excel Standard 2016;PGP,,,,,G&A IT - Human Resources,,,,G&A IT
0b40f946-d7fc-425f-ae5c-baf7a6e6483b,Interface,INT129 Workday + Beeline to SumTotal - Employee Data,INT129 Workday + Beeline to SumTotal - Employee Data,,,TalentHub [Platform],outgoing,Employee;Non-Employee,daily,Replace SumTotal Integrations;Workday Demand Backlog,batch,Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Sumtotal Application Hosting;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
cb65a51f-ced5-4e79-adae-85d007fbd9e4,Interface,INT131 Workday + Beeline to SumTotal - Users to Organizations,INT131 Workday + Beeline to SumTotal - Users to Organizations,,,TalentHub [Platform],outgoing,Employee;Non-Employee;Organization,daily,Replace SumTotal Integrations,batch,Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Sumtotal Application Hosting;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
af1d034b-010e-43de-8fd2-add13b433211,Interface,INT133 Oracle to SumTotal - Job Data,INT133 Oracle to SumTotal - Job Data,,,TalentHub [Platform],outgoing,Job,daily,Replace SumTotal Integrations,batch,Boomi Boomi Integration;File;Oracle Concurrent Program;SSH;Vendor SFTP,,,,,G&A IT - Human Resources,,,,G&A IT
57daac81-4f77-48fb-9b93-109c1640458f,Interface,INT135 Workday + Beeline to SumTotal - User to Jobs,INT135 Workday + Beeline to SumTotal - User to Jobs,,,TalentHub [Platform],outgoing,Employee;Job;Non-Employee,daily,Replace SumTotal Integrations,batch,Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Sumtotal Application Hosting;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
e6e174f0-fb50-4c46-966c-afc35cdefa63,Interface,INT137  Workday to SumTotal - Organization Data,INT137  Workday to SumTotal - Organization Data,,,TalentHub [Platform],outgoing,Organization,daily,Replace SumTotal Integrations,batch,Boomi Boomi Integration;File;SSH;Sumtotal Application Hosting;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
f3795c1c-bc36-43ac-b9f6-d14a4b2d56d6,Interface,INT138 Workday + Beeline to CVENT - Approval Limits,INT138 Workday + Beeline to CVENT - Approval Limits,,,CVENT,outgoing,Employee;Job,monthly,,batch,Beeline RaaS;Boomi Boomi Integration;File;SMB Client;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
91b33a61-eedc-4dbd-844c-aa04238f6670,Interface,INT143  Workday + Beeline to TriRiga,INT143  Workday + Beeline to TriRiga,,,Tririga Workplace Management,outgoing,Employee;Non-Employee,daily,,,Beeline RaaS;Boomi Boomi Integration;TriRiga API;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
80fea365-8f52-4fca-9839-4867b9d6a00b,Interface,INT145  Workday + Beeline to Veeva (External App) - Termination Data,INT145  Workday + Beeline to Veeva (External App) - Termination Data,,,External Application,outgoing,Employee;Non-Employee,daily,,,Amazon.com / AWS Transfer for SFTP;Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
48039a36-4573-4bdf-85c4-d37fcdee85ab,Interface,INT147 Workday to Veeva (External App) - New Hire Data,INT147 Workday to Veeva (External App) - New Hire Data,,,External Application,outgoing,Employee,daily,,,Amazon.com / AWS Transfer for SFTP;Boomi Boomi Integration;File;PGP;SSH;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
6f8e1fc1-0bf1-4e2a-93fd-a12259958963,Interface,INT149  Workday to Veeva (External App) - Delta Data,INT149  Workday to Veeva (External App) - Delta Data,,,External Application,outgoing,Employee,daily,Workday Demand Backlog,,Amazon.com / AWS Transfer for SFTP;Boomi Boomi Integration;File;PGP;SSH;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
53e1e13d-f9d4-4b2f-af30-124c5fd2f154,Interface,INT162  Workday to EdAssist - Worker Data,INT162  Workday to EdAssist - Worker Data,,,Bright Horizons;EdAssist,outgoing,Employee,weekly,Workday Demand Backlog,,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
0c8a26f4-ee37-4923-adb0-3183795ed5c5,Interface,INT163  Workday + Beeline to Enablon (External App),INT163  Workday + Beeline to Enablon (External App),,,External Application,outgoing,Employee;Non-Employee,weekly,,,Amazon.com / AWS Transfer for SFTP;Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
6968a9b9-4ef0-4105-8d26-0d781021ac8a,Interface,INT164  Workday to Equity Edge - Stock Portfolio,INT164  Workday to Equity Edge - Stock Portfolio,,,Equity Edge (E*TRADE),outgoing,Employee,daily,Workday Demand Backlog,,SOAP/XML;Workday Cloud Integration,,,,,G&A IT - Human Resources,,,,G&A IT
8b32bd33-c4b2-43b4-8b2b-382f23e457db,Interface,INT167  Workday + Beeline to Everbridge,INT167  Workday + Beeline to Everbridge,,,Everbridge Mass Notification,outgoing,Employee;Non-Employee,daily,Workday Demand Backlog,,Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Vendor SFTP;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
d70d95f0-2f0c-4545-8dc0-984596d958f2,Interface,INT169  Workday to Fidelity - Worker Data,INT169  Workday to Fidelity - Worker Data,,,Fidelity NetBenefits,outgoing,Employee,weekly,,,File;PGP;SSH;Vendor SFTP;Workday Core Connector - Worker;Workday Document Transformation,,,,,G&A IT - Human Resources,,,,G&A IT
49b9ceca-dd28-4d94-9438-8f0e947b27f4,Interface,INT172  Workday to Grainger (External App) Employee Data,INT172  Workday to Grainger (External App) Employee Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Core Connector - Worker,,,,,G&A IT - Human Resources,,,,G&A IT
13999b66-3ab1-4709-bb22-1752f299c58f,Interface,INT174  Workday to HireRight - Background Check,INT174  Workday to HireRight - Background Check,,,HireRight,biDirectional,Candidate,onDemand,,synchronous,API;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
fcec51c6-2e29-4c44-95c0-c9646eefbbfa,Interface,INT176  Workday to Hyland - Worker Full Feed,INT176  Workday to Hyland - Worker Full Feed,,,Hyland Onbase  [Platform],outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
97146a94-adac-4ee0-b4a2-9c10af1ab94b,Interface,INT177  Workday to Hyland - Worker Delta Feed,INT177  Workday to Hyland - Worker Delta Feed,,,Hyland Onbase  [Platform],outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
c64bf39c-61dd-4b50-a33f-7ee88269fe23,Interface,INT181  Workday to IC portal (External App) - LOA Data,INT181  Workday to IC portal (External App) - LOA Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
c86094cb-fd28-44aa-9154-69d57188d1c9,Interface,INT182  Workday to IC portal (External App) - Transfer Data,INT182  Workday to IC portal (External App) - Transfer Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
ca626227-66c9-4e56-8ebb-55f6158732fa,Interface,INT183  Workday to IC portal (External App) - Promotion Data,INT183  Workday to IC portal (External App) - Promotion Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
4a600b8c-c0c1-430b-85df-715d7203fd30,Interface,INT184  Workday to IC portal (External App) - Term Data,INT184  Workday to IC portal (External App) - Term Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
d97e8f5e-b9bc-47a8-b804-5b99dec95ea0,Interface,INT185  Workday to IC portal (External App) - New Hire Data,INT185  Workday to IC portal (External App) - New Hire Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
235446e9-62e7-4675-ae07-9aedb222b701,Interface,INT186  Workday to IC portal (External App) - Roster Data,INT186  Workday to IC portal (External App) - Roster Data,,,External Application,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday RaaS;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
af24fcff-b593-42a7-97d5-1386684517c6,Interface,INT187  Workday + Beeline to Icertis,INT187  Workday + Beeline to Icertis,,,Icertis,outgoing,Employee;Non-Employee,daily,,batch,Amazon.com / AWS Transfer for SFTP;Beeline RaaS;Boomi Boomi Integration;File;PGP;SSH;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
b03ecbc6-60ce-4470-8363-fdd3c79d3297,Interface,INT204  Workday to Broadspire - Worker Data,INT204  Workday to Broadspire - Worker Data,,,Broadspire,outgoing,Employee,weekly,,batch,File;PGP;SSH;Vendor SFTP;Workday Document Transformation;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
001cae19-5233-453f-9159-290617c6be65,Interface,INT206  Candex to Workday - Candidate data include attachments,INT206  Candex to Workday - Candidate data include attachments,,,Workday [Platform],biDirectional,Candidate;Resume,realtime,,asynchronous,Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
d0956e0f-4e1e-4d6e-9ee2-558bb9c56bb5,Interface,INT207  Candex to Workday - Candidate attachments,INT207  Candex to Workday - Candidate attachments,,,Workday [Platform],biDirectional,Candidate,realtime,,asynchronous,Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
017fad92-45d4-4298-a8d2-b189aa592c78,Interface,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Assessment_Data,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Assessment_Data,,,Qlik (Qlikview & QlikSense),outgoing,Assessment,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
dbf16942-86ac-4092-9517-6cdb49a2b61d,Interface,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Job_Application_Event,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Job_Application_Event,,,Qlik (Qlikview & QlikSense),outgoing,Candidate;Job Applications;Job Posting or Job Requisition,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
9fcacc23-5699-47f7-8b7f-95fa6d01d59d,Interface,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Job_Requisitions_Event,INT218_-_Business_Process_Transactions_-_Data_Warehouse__Qlik__Job_Requisitions_Event,,,Qlik (Qlikview & QlikSense),outgoing,Job Posting or Job Requisition,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
a55a6c51-fe53-4995-be84-ecad39791a41,Interface,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Application_Data,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Application_Data,,,Qlik (Qlikview & QlikSense),outgoing,Candidate;Job Applications,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
a4bdeda0-2e90-450a-9555-23106fcb2ade,Interface,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Candidate_Profile_Data,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Candidate_Profile_Data,,,Qlik (Qlikview & QlikSense),outgoing,Candidate,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
eda44e17-611a-490d-a347-a6024ddbc7f3,Interface,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Interview_Data,INT218_-_Job_Applications_-_Data_Warehouse__Qlik__Interview_Data,,,Qlik (Qlikview & QlikSense),outgoing,Assessment;Candidate;Job Interview,,,batch,Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
842ed641-0946-4ed0-a4fa-619294fd4a22,Interface,INT222 ServiceNow to Workday - Account and Email,INT222 ServiceNow to Workday - Account and Email,,,Workday [Platform],,Employee,realtime,,,Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
9f285922-591a-4963-9a88-73c4e205a25b,Interface,INT223  Workday to ServiceNow Foundation,INT223  Workday to ServiceNow Foundation,,,ServiceNow [Platform],,Organization,daily,,,API;Workday RaaS;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
522da3b0-746c-4225-8fcf-301b8af54967,Interface,INT224  Workday to ServiceNow - HR Profile,INT224  Workday to ServiceNow - HR Profile,,,ServiceNow [Platform],outgoing,Employee,hourly,Workday Demand Backlog,asynchronous,API;Workday Core Connector - Worker;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
cfcad470-0ecc-4d82-b54a-05072b0f0398,Interface,INT225  Workday to CorePay Job Profile Feed,INT225  Workday to CorePay Job Profile Feed,,,CorePay,outgoing,Job,daily,,,Amazon.com / AWS Transfer for SFTP;File;PGP;SSH;Workday EIB,,,,,"G&A IT - Payroll, Time & Labor",,,,G&A IT
a2057110-4e12-4b2c-8142-ae20a532b0bb,Interface,INT236 Beeline to Workday - Non Employee Data,INT236 Beeline to Workday - Non Employee Data,,,Workday [Platform],outgoing,Non-Employee,daily,,batch,Beeline RaaS;Boomi Boomi Integration;Workday RaaS;Workday Web Service,,,,,G&A IT - Human Resources,,,,G&A IT
70a27528-32b1-44c2-bad8-1ba62c609fb6,Interface,INT251 Workday to CorePay - External Job ID,INT251 Workday to CorePay - External Job ID,,,CorePay,,Job,,,,API,,,,,"G&A IT - Payroll, Time & Labor",,,,G&A IT
9fba0dc2-47f4-4f52-a34c-3054c235a2c1,Interface,INT252  Workday to Textio - job requisition data,INT252  Workday to Textio - job requisition data,,,Textio Flow,outgoing,Requisition,onDemand,,asynchronous,API;Workday Connector,,,,,G&A IT - Human Resources,,,,G&A IT
1a070095-570b-4d5c-81f7-a4d03fcb1dc4,Interface,INT253 Workday to Glint - Employee Feed,INT253 Workday to Glint - Employee Feed,,,Glint,outgoing,Employee,daily,,batch,File;PGP;SSH;Vendor SFTP;Workday EIB;Workday RaaS,,,,,G&A IT - Human Resources,,,,G&A IT
e1bcb558-cac7-4e35-8d93-8e88d6f0fb24,Interface,INT261 Workday to Modern Hire,INT261 Workday to Modern Hire,,,Modern Hire,,Candidate;Employee,,,,API;Workday Studio,,,,,G&A IT - Human Resources,,,,G&A IT
