id,type,name,displayName,relApplicationToBusinessCapability,relApplicationToDataObject,relApplicationToITComponent:displayName,relApplicationToITComponent:activeFrom,relApplicationToITComponent:activeUntil,relApplicationToITComponent:costTotalAnnual,relApplicationToITComponent:description,relApplicationToITComponent:obsolescenceRiskComment,relApplicationToITComponent:obsolescenceRiskStatus,relApplicationToITComponent:serviceLevel,relApplicationToITComponent:technicalSuitability,relApplicationToProject,tags:GxP,tags:GD IT Teams,tags:Owned By,tags:Owning Function,tags:Business Domain,tags:Maturity Status,tags:Main Area,tags:PACE,tags:Business Unit,tags:Vendor,tags:LX PS WiP,tags:Region,tags:Other tags,relApplicationToUserGroup,maturityStatus,CMDB_SYS_ID,cmdbBizAppUrl,relToChild,functionalSuitability,technicalSuitability
43ee7acd-5204-4d4b-ae12-ab603b7d91d8,Application,ComplianceBuilder,ComplianceBuilder,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
00698ae4-89cc-41c8-90b2-6ae02a25dd32,Application,ComplianceWire - RegnU - IOPS,ComplianceWire - RegnU - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
9546453e-c2a3-49c7-9f14-6281cdaaf298,Application,Concur,Concur,Accounting / Travel & Expense Management;Foundational Capabilities / Resource Management,,Okta SSO,,,,,,,,,,,,,,,,G&A IT - Financial Services,,MA,,Merged data,,Business Owned;G&A IT;SOX,Financial Services / Global Procurement,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=fda8e3e1d1ed148060ec8c96e6adbc40,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=6ee43973871535141db8ca2acebb3515,,perfect,fullyAppropriate
122e7a15-2cf2-4fee-a311-cef7d14436d6,Application,Congress Planning Dashboard,Congress Planning Dashboard,~Global Medical Affairs (GMA) / Strategic Planning,,,,,,,,,,,,,,,,,,,,MA,,,,,"Medical Affairs (MA TAs, Med Ops, Publications, MA PM, Med Ed, HEOR, FMT);Strategic Planning",,,,,appropriate,adequate
98a2cb05-e504-4e85-8b69-716e762966c2,Application,Controlant,Controlant,IOPS Supply Chain Management / Cold Chain Tracking,,,,,,,,,,,,Yes,,,,,,IOPS,,,,,,,,,,,,,
5ba34166-ae28-4715-8e0c-0c6e3a3e34e5,Application,ConvergeHealth SRP,ConvergeHealth SRP,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / PV Planning;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Safety Reporting;~Global Patient Safety (GPS) / Pharmacoepidemiology;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / GPS System Administration;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / Quality and Compliance;~Global Patient Safety (GPS) / Surveillance: Signal & Risk Management",,ConvergeHealth Safety ETL,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,appropriate,adequate
5ba34166-ae28-4715-8e0c-0c6e3a3e34e5,Application,ConvergeHealth SRP,ConvergeHealth SRP,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / PV Planning;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Safety Reporting;~Global Patient Safety (GPS) / Pharmacoepidemiology;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / GPS System Administration;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / Quality and Compliance;~Global Patient Safety (GPS) / Surveillance: Signal & Risk Management",,ConvergeHealth Safety Report Distribution,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,appropriate,adequate
5ba34166-ae28-4715-8e0c-0c6e3a3e34e5,Application,ConvergeHealth SRP,ConvergeHealth SRP,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / PV Planning;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Safety Reporting;~Global Patient Safety (GPS) / Pharmacoepidemiology;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / GPS System Administration;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / Quality and Compliance;~Global Patient Safety (GPS) / Surveillance: Signal & Risk Management",,ElevateSafety,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,appropriate,adequate
5ba34166-ae28-4715-8e0c-0c6e3a3e34e5,Application,ConvergeHealth SRP,ConvergeHealth SRP,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / PV Planning;~Global Patient Safety (GPS) / Case Evaluation and Reporting / Safety Reporting;~Global Patient Safety (GPS) / Pharmacoepidemiology;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / GPS System Administration;~Global Patient Safety (GPS) / Safety Planning, Compliance, Quality, and QPPV / Quality and Compliance;~Global Patient Safety (GPS) / Surveillance: Signal & Risk Management",,Okta SSO,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,appropriate,adequate
4319d316-9098-4543-9bec-de530e356738,Application,Core Country Committee,Core Country Committee,Collaborations & Touchpoints / DO&PM;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking;~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Study Startup,,,,,,,,,,,,,,,,,,,,DO&PM;RA,,,,,Global Trial Optimization,,,,,appropriate,adequate
75040f51-0216-49cf-9509-2f125e0adaa3,Application,CORE LIMS,CORE LIMS,,,,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,R&pD IT,,,,,,,
fe3034a6-21fa-46c6-a060-bc5599fcc7d1,Application,CoreHR - CorePay Raheen - IOPS,CoreHR - CorePay Raheen - IOPS,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
36d93f5e-6e1f-47ae-8e88-9b7364a742da,Application,CorePay,CorePay,IOPS Enterprise Support / OTL Reporting;Payroll / Payroll Management,,Ping One SSO,,,,,,,,,Workday Demand Backlog,,,,,,,"G&A IT - Payroll, Time & Labor",,,,,,G&A IT,Financial Services / Accounting;Financial Services / Payroll,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=7f0e2260db687bc07dfc8c9239961994,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=f2e47973871535141db8ca2acebb3507,,perfect,fullyAppropriate
5ac6b2a6-e530-4a69-9c57-2ea025fe8a9c,Application,Cority Ergonomics,Cority Ergonomics,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
5f14bee9-4f49-4649-ab3b-61ad1fd78a05,Application,Costar,Costar,Accounting / Lease Management,,Ping One SSO,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT;SOX,Financial Services / Accounting,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=4dea71d5db1fa7c0b061cae3b9961978,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=76e47973871535141db8ca2acebb3509,,perfect,fullyAppropriate
6b6e2385-c085-4395-ac73-4dbc56aaedb5,Application,Cotoha Translation Service,Cotoha Translation Service,Foundational Capabilities / Translation Service,,,,,,,,,,,,,,,,,,,,RA,NTT Communications,,,,Commercial;Medical Affairs;Quality;Regulatory,,,,,,
f9a5ef4b-d182-437d-b0d9-82934fe52f1b,Application,Credit Risk Monitor,Credit Risk Monitor,Treasury Management / Treasury Operations / Monitor and execute risk and hedging transactions,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Treasury;Financial Services / Treasury / Corporate Risk,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=305a969487e06518ed31bbff8bbb3597,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=41228a96db7ca0103c9ec245059619de,,,
6fb0de80-8613-4db5-9de9-fe9f9ed46381,Application,CRF Annotation Interactive Automation,CRF Annotation Interactive Automation,~Biostatistics and Data Management (BDM) / Statistical Programming / Clinical Data Review (2),,Amazon.com / AWS EC2,,,,,,,,,,,,,,,,,,BDM,ClinChoice,,,,Statistical Programming,,,,,,
6fb0de80-8613-4db5-9de9-fe9f9ed46381,Application,CRF Annotation Interactive Automation,CRF Annotation Interactive Automation,~Biostatistics and Data Management (BDM) / Statistical Programming / Clinical Data Review (2),,Apache Tomcat,,,,,,,,,,,,,,,,,,BDM,ClinChoice,,,,Statistical Programming,,,,,,
6fb0de80-8613-4db5-9de9-fe9f9ed46381,Application,CRF Annotation Interactive Automation,CRF Annotation Interactive Automation,~Biostatistics and Data Management (BDM) / Statistical Programming / Clinical Data Review (2),,Java,,,,,,,,,,,,,,,,,,BDM,ClinChoice,,,,Statistical Programming,,,,,,
6fb0de80-8613-4db5-9de9-fe9f9ed46381,Application,CRF Annotation Interactive Automation,CRF Annotation Interactive Automation,~Biostatistics and Data Management (BDM) / Statistical Programming / Clinical Data Review (2),,Okta SSO,,,,,,,,,,,,,,,,,,BDM,ClinChoice,,,,Statistical Programming,,,,,,
2915ee8b-7bf0-4b2a-87cf-d2418ea0d081,Application,CT.gov Portal,CT.gov Portal,"~Global Patient Safety (GPS) / Case Evaluation and Reporting / Health Authority, License Partner, and Sponsor",,,,,,,,,,,,,,,,,,,,GPS,,,,,Global Patient Safety,,,,,,
6cbdfcbb-c8b1-451d-8355-b5d4394a5fa7,Application,CTIS (Clinical Trials Information System),CTIS (Clinical Trials Information System),~Regulatory / Health authority content,,CTIS Transcribing Information Bot,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
14b24c8a-9af5-42db-a25e-cd2c7862a49b,Application,CTMS Request Management,CTMS Request Management,~Development Operations & Portfolio Management (DO & PM) / Study Execution and Tracking / Study Execution,,,,,,,,,,,Unified Request Management Repository and Reporting - Implementation,,,,,,,,,DO&PM,,,,,,,,,,,
d3b7cc81-b178-4d63-b817-a5c561ce98db,Application,Custom Dashboards,Custom Dashboards,IOPS Product Manufacturing / Operational Performance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf81da59-af94-4966-a5e3-b0c3e4bf0139,Application,CVENT,CVENT,Accounting / Travel & Expense Management;~Global Medical Affairs (GMA) / Operations & Execution / GMA Administration & Business Ops,,Okta SSO,,,,,,,,,,,,,,,,G&A IT - Sourcing and Procurement,,MA,,,,Business Owned;G&A IT,Financial Services / Global Procurement,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=3ae1b357db92db44c9dadda5ca9619c7,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=cfe47973871535141db8ca2acebb350f,,,
23422869-19d1-484a-b820-8cefcd3c5605,Application,CWI FAERS EVDAS Service,CWI FAERS EVDAS Service,~Global Patient Safety (GPS) / Surveillance: Signal & Risk Management,,,,,,,,,,,,,,,,,,,,GPS,,,,,,,,,,appropriate,adequate
5b264c1d-03ea-4b65-a065-b6958121589d,Application,DADS Intake,DADS Intake,~Development Operations & Portfolio Management (DO & PM) / Shared Services / Program Management,,Atlassian Jira Service Desk,,,,,,,,,,,,,,,,,,DO&PM,,,,,Development Analytics & Data Science,,,,,,
5b264c1d-03ea-4b65-a065-b6958121589d,Application,DADS Intake,DADS Intake,~Development Operations & Portfolio Management (DO & PM) / Shared Services / Program Management,,Okta SSO,,,,,,,,,,,,,,,,,,DO&PM,,,,,Development Analytics & Data Science,,,,,,
b9e565ea-ccff-4a58-9a62-924c5301d145,Application,Dash,Dash,Collaborations & Touchpoints / Regulatory (GDS);IOPS Product Development / Regulatory Submission;IOPS Product Manufacturing / Regulatory Jurisdiction Planning;~Regulatory / Submission development,,,,,,,,,,,IOPS - GLO APS P2: Demand/Constrained Supply Plan & SIOP,No,,,,,,IOPS,,RA,,,,,Regulatory,,,,,appropriate,adequate
0a9a4b12-2bb4-4a44-99a1-2b7df57df861,Application,Data Historian Aveva PI @ REN,Data Historian Aveva PI @ REN,IOPS Product Development / Process Characterization,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
e5686f63-e23c-4708-90c9-e4748f5799bf,Application,Data Historian Aveva Pi @ RHN,Data Historian Aveva Pi @ RHN,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
4116399e-9a6e-4165-bfa5-5708e2db5a79,Application,Data Historian Aveva PI @ SAR,Data Historian Aveva PI @ SAR,IOPS Product Development / Process Characterization,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
fb843462-ea3e-47cc-8af9-7d8f55ae6cba,Application,Data Historian OSI Pi - RHN,Data Historian OSI Pi - RHN,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
4793eb10-fc48-4568-b70c-3f6e7fb631a6,Application,Data Query System (DQS),Data Query System (DQS),~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Study Planning and Scheduling,,,,,,,,,,,,,,,,,,,,DO&PM,IQVIA,,,,Global Trial Optimization,,,,,appropriate,adequate
435f4bef-8e0d-46e3-a6ea-18c4cf51c102,Application,Data Sheet Storage,Data Sheet Storage,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
161ee628-c2ac-4018-93ef-3e4ec9b24d18,Application,Databricks,Databricks,~Biostatistics and Data Management (BDM) / Statistical Programming / Clinical Data Review (2);~Global Medical Affairs (GMA) / Health Economics and Outcomes Research (HEOR),,Okta SSO,,,,,,,,,,,,,,,,,,BDM;MA,,,,,Health Economics and Outcomes Research (HEOR);Medical Affairs,,,,,,
95af837d-3fba-46cd-a55a-d328f773a0ec,Application,Dataiku,Dataiku,Foundational Capabilities;Foundational Capabilities / Data Aggregation and Storage;Foundational Capabilities / Data Integration and Collaboration,,,,,,,,,,,,,,,,,,,,DO&PM;MA,Dataiku,,,,,,,,,appropriate,adequate
493fb11e-b914-4346-b933-967afc857a01,Application,Datavision - iEnvision,Datavision - iEnvision,~Global Medical Affairs (GMA) / Medical Communications / Publications Management,,Envision Pharma iEnvision,,,,,,,,,,,,,,,,,,MA,Envision Pharma,,,,Publications Management,,,,,appropriate,adequate
493fb11e-b914-4346-b933-967afc857a01,Application,Datavision - iEnvision,Datavision - iEnvision,~Global Medical Affairs (GMA) / Medical Communications / Publications Management,,JSF,,,,,,,,,,,,,,,,,,MA,Envision Pharma,,,,Publications Management,,,,,appropriate,adequate
493fb11e-b914-4346-b933-967afc857a01,Application,Datavision - iEnvision,Datavision - iEnvision,~Global Medical Affairs (GMA) / Medical Communications / Publications Management,,Microsoft SQL Server SaaS Hosting,,,,,,,,,,,,,,,,,,MA,Envision Pharma,,,,Publications Management,,,,,appropriate,adequate
493fb11e-b914-4346-b933-967afc857a01,Application,Datavision - iEnvision,Datavision - iEnvision,~Global Medical Affairs (GMA) / Medical Communications / Publications Management,,Okta SSO,,,,,,,,,,,,,,,,,,MA,Envision Pharma,,,,Publications Management,,,,,appropriate,adequate
493fb11e-b914-4346-b933-967afc857a01,Application,Datavision - iEnvision,Datavision - iEnvision,~Global Medical Affairs (GMA) / Medical Communications / Publications Management,,Stateless EJBs,,,,,,,,,,,,,,,,,,MA,Envision Pharma,,,,Publications Management,,,,,appropriate,adequate
b2e69164-8fc9-4eea-85a1-2f92f42d8fda,Application,Decare Dental,Decare Dental,Benefits Management,,Decare Dental Decare Dental Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=eb0e65371ba1245046a7da4cbc4bcbe0,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=8fe47973871535141db8ca2acebb351c,,,
03dde0dc-4368-477b-ab86-853b12708bc9,Application,DeCare Eye Care,DeCare Eye Care,Benefits Management,,,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=63ff90871b20e55079027669cc4bcb2f,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=0be47973871535141db8ca2acebb351d,,appropriate,
df19f8c3-a788-413c-9f28-f1712799cf06,Application,DeepL Translation Service,DeepL Translation Service,Foundational Capabilities / Translation Service,,Okta SSO,,,,,,,,,,,,,,,,,,RA,DeepL,,,,Global Development;Regulatory,,,,,,
c239af6d-0650-4509-a0a1-41a2feaea749,Application,DeliveryPoD File Track,DeliveryPoD File Track,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
c6af5100-1350-4fd1-9d3a-2768a98695e3,Application,Delta Dental,Delta Dental,Benefits Management,,Delta Dental Delta Dental Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=bbd17b17db92db44c9dadda5ca96199d,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=8fe47973871535141db8ca2acebb351e,,,
48dbc95f-d4fd-4f3f-9f50-a86fd9a2125e,Application,Digital Business Hub,Digital Business Hub,Accounting / Accounts Payable,Invoice,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,G&A IT,Financial Services / Accounting;Financial Services / Tax,,,,,,
a7d28f92-de63-446c-bb0a-fc106f831a57,Application,Digital Immunity,Digital Immunity,IOPS Enterprise Support / IT Security,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
90c9bb01-270d-411c-ba35-57ef4e94b458,Application,DirectEmployers,DirectEmployers,Talent Acquisition / Recruiting,,DirectEmployers DirectEmployers Application Hosting,,,,,,,,,Career Site Replacement,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Talent Acquisition,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=2b0e65371ba1245046a7da4cbc4bcbed,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=0be47973871535141db8ca2acebb352e,,,
5b319897-2667-42b6-9f9b-141a0f64bfe6,Application,Director's Desk,Director's Desk,Consolidations and External Reporting / Corporate Governance;Manage Corporate Governance & Services / Manage Corporate Securities,,,,,,,,,,,,,,,,,,Law,,,,,,,Financial Services / Accounting,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_discovered.do?sys_id=73d17b17db92db44c9dadda5ca9619ac,,,,
9f0f9ad8-c967-4cee-9100-0196a48aef95,Application,Directory Monitor,Directory Monitor,IOPS Quality Control,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
371c4c2c-08c6-4ebb-827a-c1fb14b255dd,Application,Discover Study,Discover Study,~Development Operations & Portfolio Management (DO & PM) / Drug Development Project and Portfolio Management / Study Planning and Scheduling,,,,,,,,,,,,,,,,,,,,DO&PM,COUCH Health,,,,,,,,,,
f33a1f56-a36c-4414-94fa-c8cd6733a2b6,Application,Discoverant Raheen,Discoverant Raheen,"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / In Process Control (IPC) Trending;IOPS Quality Assurance / Deviation Management",,Oracle eBs Database,,,,,,,,,IOPS - GLO Discoverant Upgrade;IOPS - GLO Upgrade Discoverant Database servers to Oracle 19C,Yes,,,,,,IOPS,,,,,IE,Digital Transformation,,,,,,,
d1cb610b-cb40-4807-94bb-5432901f351f,Application,Discoverant Raheen (Non-GxP),Discoverant Raheen (Non-GxP),,,,,,,,,,,,,No,,,,,,IOPS,,,,,IE,Digital Transformation,,,,,,,
2e2c80d8-30b3-478a-8df8-83787f5bf68e,Application,Discoverant Raheen - Research,Discoverant Raheen - Research,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,Digital Transformation,,,,,,,
86c549bc-da7a-4645-8ecb-2206bd7c90e3,Application,Discoverant Rensselaer,Discoverant Rensselaer,"IOPS Product Development / Data Entry, Collection and Verification;IOPS Product Development / In Process Control (IPC) Trending;IOPS Quality Assurance / Deviation Management",,Oracle eBs Database,,,,,,,,,IOPS - GLO Discoverant Upgrade;IOPS - GLO Upgrade Discoverant Database servers to Oracle 19C,Yes,,,,,,IOPS,,,,,US,Digital Transformation,0769 - Process Sciences Operations,,,,,,
4de2079b-780c-4f0a-81d8-dc1c9c287ca6,Application,Discoverant Rensselaer (Non-GxP),Discoverant Rensselaer (Non-GxP),,,,,,,,,,,,,No,,,,,,IOPS,,,,,US,Digital Transformation,,,,,,,
ae7074f5-f8cc-4351-a759-d334e6e5464e,Application,Discoverant Rensselaer - Research,Discoverant Rensselaer - Research,IOPS Product Development / Process Monitoring,,,,,,,,,,,,,,,,,,IOPS,,,,,US,Digital Transformation,,,,,,,
964f3965-827d-4f92-9a39-6117f383506c,Application,Discovery Pipeline PPM,Discovery Pipeline PPM,Collaborations & Touchpoints / External Partners & Vendors,,Integration - Discovery PPM and Dotmatics,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,DO&PM,,,,,0284 - Research Program Management;0285 - Research Program Management & Operations;1210 - Reg Liaisons & Scientific Writing,,,,,,
84e7900a-09aa-4b89-87b7-a53c5e1336cc,Application,Doc Automation,Doc Automation,IOPS Product Development / Process Sciences New Technology Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a43a73c8-7b1f-4a8b-978f-dc7abf52a02e,Application,DOC Label,DOC Label,Collaborations & Touchpoints / Regulatory (GDS);~Regulatory / Label management,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
483d23e1-015d-4302-9412-c998710c125d,Application,DocuBridge,DocuBridge,Collaborations & Touchpoints / Regulatory (GDS);~Regulatory / Submission development,,DocuBridge viewer instance,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
3c03438a-ab82-4b0b-85e8-3310c7782ad1,Application,DocuSign,DocuSign,Foundational Capabilities,,,,,,,,,,,,,,,,,,,,MA,,,,,Enterprise,,,,,appropriate,adequate
abf3dcc4-6b08-42ad-be2b-e869ca93c450,Application,DoseControl,DoseControl,,,,,,,,,,,,,,,,,,,IOPS,,,,,US,,,,,,,,
672a03b7-29b0-4880-ac1c-7805ff78b571,Application,Dotmatics,Dotmatics,,,Dotmatics Dotmatics SaaS Hosting,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,,,,,,,,
672a03b7-29b0-4880-ac1c-7805ff78b571,Application,Dotmatics,Dotmatics,,,Integration - Discovery PPM and Dotmatics,,,,,,,,,,,,R&pD Owned,,,,R&pD IT,,,,,,,,,,,,,
f12fb99d-5946-4209-a409-ba04eb7045d7,Application,Drug Product Component Reference,Drug Product Component Reference,,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
51dbe449-fdb1-44ee-80d8-c069dbcbb37a,Application,Drumbeat Database,Drumbeat Database,IOPS Product Manufacturing / CMO Operations Management;IOPS Supply Chain Management / Demand Planning;IOPS Supply Chain Management / Order Management;IOPS Supply Chain Management / Supply Planning,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,,No,,,,,,IOPS,,,,,Global,,IOPS - EM,,,,Empty,,
cd9b3a8f-57c7-4d47-baf6-4df0040646ec,Application,Druva,Druva,IOPS Enterprise Support / Infrastructure Management,,Druva Druva SaaS Hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c30ef1a8-1d6a-4cf7-bec0-b21e24885708,Application,DSI Enterprise Printing Platform (OPM),DSI Enterprise Printing Platform (OPM),,,,,,,,,,,,IOPS - GLO Labels Phase 4,Yes,,,,,,IOPS,,,,,,,,,,,,,
d6d63f78-3676-4c61-ac29-294432e7d5d7,Application,DSI Unibar Enterprise Labeling Software (ELS),DSI Unibar Enterprise Labeling Software (ELS),,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
f40ccab0-92d4-4fbd-9470-83148e76e84d,Application,Dun and Bradstreet,Dun and Bradstreet,Sourcing;Treasury Management / Treasury Operations / Monitor and execute risk and hedging transactions,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Global Procurement;Financial Services / Treasury / Corporate Risk,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=da845c191b15655079027669cc4bcb20,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=97e47973871535141db8ca2acebb355c,,,
e6615f4d-8b0d-4590-8df1-00fa9c331fcb,Application,Dupilumab Knowledge Center,Dupilumab Knowledge Center,Collaborations & Touchpoints / External Partners & Vendors,,,,,,,,,,,,,,,,,,,,MA,,,,,Allergy and Immunology,,,,,appropriate,adequate
767c894f-d296-4c75-9d37-50e3accad75a,Application,Dynochem - RAH,Dynochem - RAH,,,,,,,,,,,,,,,,,,,IOPS,,,,,IE,,,,,,,,
fa26b4e6-a928-4199-aca0-10560ba8ef97,Application,E-ConnX (Shift Handover),E-ConnX (Shift Handover),IOPS Plant Management / Downtime Reporting;IOPS Product Manufacturing / Operational Performance;IOPS Product Manufacturing / Shift Handover,,,,,,,,,,,,,,,,,,IOPS,,,,,,,,,,,,,
2c43c559-5081-4865-9630-54155675f4ea,Application,eAF,eAF,~Regulatory / Health authority content,,,,,,,,,,,,,,,,,,,,RA,,,,,Regulatory,,,,,appropriate,adequate
05cc9d72-e848-4a94-b0f6-7756a7746ea8,Application,East,East,~Biostatistics and Data Management (BDM) / Biostatistics / Clinical Trial Design,,Cytel Go-No-Go,,,,,,,,,,,,,,,,,,BDM,Cytel,,,,BDM,,,,,appropriate,adequate
fef90682-499a-41e4-9d7f-75d53476ce68,Application,eCarma (Travelers.com),eCarma (Travelers.com),Treasury Management / General Accounting and Reporting / Financial reporting;Treasury Management / Internal Controls / Compliance Reporting;Treasury Management / Treasury Operations / Monitor and execute risk and hedging transactions,,,,,,,,,,,,,,,,,,G&A IT - Financial Services,,,,,,Business Owned;G&A IT,Financial Services / Treasury;Financial Services / Treasury / Corporate Risk,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=086ada9487e06518ed31bbff8bbb355a,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=d54206d6db7ca0103c9ec245059619bf,,,
a15b4472-0e40-4f95-85ad-c75e48ecf8c1,Application,ECD Site (SP),ECD Site (SP),Collaborations & Touchpoints / External Partners & Vendors,,,,,,,,,,,,,,,,,,,,ECD,,,,,ECD,,,,,appropriate,adequate
efe50595-681a-48db-9527-c0da45f8474b,Application,EdAssist,EdAssist,Benefits Management,,EdAssist Application Hosting,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=c4e17b17db92db44c9dadda5ca9619b5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=dfe47973871535141db8ca2acebb356b,,,
efe50595-681a-48db-9527-c0da45f8474b,Application,EdAssist,EdAssist,Benefits Management,,Okta SSO,,,,,,,,,,,,,,,,G&A IT - Human Resources,,,,,,Business Owned;G&A IT,Human Resources / Total Rewards,green,https://regeneron.service-now.com/nav_to.do?uri=cmdb_ci_service_auto.do?sys_id=c4e17b17db92db44c9dadda5ca9619b5,https://regeneron.service-now.com/cmdb_ci_business_app.do?sys_id=dfe47973871535141db8ca2acebb356b,,,
07a884fc-99fa-43c6-b5fa-7d98e8346fac,Application,Edstrom Specialty Lab Watering System,Edstrom Specialty Lab Watering System,"Real Estate & Facilities Management / Facilities Operations and Maintenance / Heating and Cooling, Power, Lighting, Elevators, Plumbing",,,,,,,,,,,,,,,,,,Real Estate & Facilities Mgmt,,,,,,,Real Estate & Facilities Mgmt,green,6802064b6f5f3a806ea3d4a21c3ee41e,,,perfect,fullyAppropriate
